         1426964 function calls (1403659 primitive calls) in 10.839 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      906    0.001    0.000    0.001    0.000 artist.py:782(_set_gc_clip)
      410    0.001    0.000    0.014    0.000 artist.py:1142(get_valid_values)
       58    0.001    0.000    0.039    0.001 axis.py:72(__init__)
      868    0.001    0.000    0.002    0.000 __init__.py:1368(_check_1d)
      391    0.001    0.000    0.002    0.000 lines.py:1044(set_linestyle)
      782    0.001    0.000    0.001    0.000 lines.py:1019(_split_drawstyle_linestyle)
      197    0.001    0.000    0.029    0.000 sre_compile.py:759(compile)
      888    0.001    0.000    0.004    0.000 transforms.py:2536(composite_transform_factory)
      612    0.001    0.000    0.032    0.000 {method 'read1' of '_io.BufferedReader' objects}
      674    0.001    0.000    0.001    0.000 font_manager.py:1055(<listcomp>)
      528    0.001    0.000    0.004    0.000 axis.py:506(update_position)
      238    0.001    0.000    0.002    0.000 transforms.py:422(bounds)
      608    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
      423    0.001    0.000    0.004    0.000 transforms.py:2027(scale)
      195    0.001    0.000    0.003    0.000 font_manager.py:575(__init__)
     3498    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      246    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.generic' objects}
      122    0.001    0.000    0.001    0.000 cycler.py:349(by_key)
      434    0.001    0.000    0.004    0.000 ticker.py:2004(view_limits)
     3592    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
      369    0.001    0.000    0.018    0.000 backend_agg.py:248(_get_agg_font)
     1646    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       30    0.001    0.000    0.003    0.000 function_base.py:3846(_quantile_ureduce_func)
      197    0.001    0.000    0.003    0.000 sre_compile.py:536(_compile_info)
      246    0.001    0.000    0.027    0.000 backend_agg.py:197(get_text_width_height_descent)
     3085    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      906    0.001    0.000    0.003    0.000 numeric.py:3063(__exit__)
      440    0.001    0.000    0.001    0.000 weakref.py:44(__new__)
      910    0.001    0.000    0.001    0.000 __init__.py:909(clean)
      480    0.001    0.000    0.003    0.000 transforms.py:2013(translate)
      871    0.001    0.000    0.011    0.000 axis.py:1460(update_units)
      471    0.001    0.000    0.010    0.000 transforms.py:733(<listcomp>)
      217    0.001    0.000    0.006    0.000 _base.py:202(_xy_from_xy)
       33    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
